forum,title,keywords,abstract,pdf,match,authors,venue,year,type
https://openreview.net/forum?id=z91X4ipCkRf,AdaTune: Adaptive Tensor Program Compilation Made Efficient,AdaTune: Adaptive Tensor Program Compilation Made Efficient,AdaTune: Adaptive Tensor Program Compilation Made Efficient,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/a9b7ba70783b617e9998dc4dd82eb3c5-Paper.pdf,stupidity,"['Menghao Li', 'Minjia Zhang', 'Chi Wang', 'Mingqin Li']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=z8WH-UaGiN8,Online Fast Adaptation and Knowledge Accumulation (OSAKA): a New Approach to Continual Learning,Online Fast Adaptation and Knowledge Accumulation (OSAKA): a New Approach to Continual Learning,Online Fast Adaptation and Knowledge Accumulation (OSAKA): a New Approach to Continual Learning,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/c0a271bc0ecb776a094786474322cb82-Paper.pdf,stupidity,"['Massimo Caccia', 'Pau Rodriguez', 'Oleksiy Ostapenko', 'Fabrice Normandin', 'Min Lin', 'Lucas Page-Caccia', 'Issam Hadj Laradji', 'Irina Rish', 'Alexandre Lacoste', 'David Vázquez', 'Laurent Charlin']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=z86ZMAlo2T,Efficient Online Learning of Optimal Rankings: Dimensionality Reduction via Gradient Descent,Efficient Online Learning of Optimal Rankings: Dimensionality Reduction via Gradient Descent,Efficient Online Learning of Optimal Rankings: Dimensionality Reduction via Gradient Descent,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/5938b4d054136e5d59ada6ec9c295d7a-Paper.pdf,stupidity,"['Dimitris Fotakis', 'Thanasis Lianeas', 'Georgios Piliouras', 'Stratis Skoulakis']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=z84mqqdkWQY,Factorizable Graph Convolutional Networks,Factorizable Graph Convolutional Networks,Factorizable Graph Convolutional Networks,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/ea3502c3594588f0e9d5142f99c66627-Paper.pdf,stupidity,"['Yiding Yang', 'Zunlei Feng', 'Mingli Song', 'Xinchao Wang']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=z6IQM_N-wBv,SAC: Accelerating and Structuring Self-Attention via Sparse Adaptive Connection,SAC: Accelerating and Structuring Self-Attention via Sparse Adaptive Connection,SAC: Accelerating and Structuring Self-Attention via Sparse Adaptive Connection,https://openreview.nethttps://arxiv.org/pdf/2003.09833v3.pdf,stupidity,"['Xiaoya Li', 'Yuxian Meng', 'Mingxin Zhou', 'Qinghong Han', 'Fei Wu', 'Jiwei Li']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=z4NaltLhywz,A Bandit Learning Algorithm and Applications to Auction Design,A Bandit Learning Algorithm and Applications to Auction Design,A Bandit Learning Algorithm and Applications to Auction Design,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/8ccf1fb8b09a8212bafea305cf5d5e9f-Paper.pdf,stupidity,['Kim Thang Nguyen'],NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=z3GUR4iBT81,Matérn Gaussian processes on Riemannian manifolds,Matérn Gaussian processes on Riemannian manifolds,Matérn Gaussian processes on Riemannian manifolds,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/92bf5e6240737e0326ea59846a83e076-Paper.pdf,stupidity,"['Viacheslav Borovitskiy', 'Alexander Terenin', 'Peter Mostowsky', 'Marc Peter Deisenroth']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=z1UC_a63pNy,Truncated Linear Regression in High Dimensions,Truncated Linear Regression in High Dimensions,Truncated Linear Regression in High Dimensions,https://openreview.nethttps://arxiv.org/pdf/2007.14539v1.pdf,stupidity,"['Constantinos Daskalakis', 'Dhruv Rohatgi', 'Manolis Zampetakis']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=z0kH3aCmrBd,Deep Reinforcement Learning with Stacked Hierarchical Attention for Text-based Games,Deep Reinforcement Learning with Stacked Hierarchical Attention for Text-based Games,Deep Reinforcement Learning with Stacked Hierarchical Attention for Text-based Games,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/bf65417dcecc7f2b0006e1f5793b7143-Paper.pdf,stupidity,"['Yunqiu Xu', 'Meng Fang', 'Ling Chen', 'Yali Du', 'Joey Tianyi Zhou', 'Chengqi Zhang']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yxZHTHlsU-,Ode to an ODE,Ode to an ODE,Ode to an ODE,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/228669109aa3ab1b4ec06b7722efb105-Paper.pdf,stupidity,"['Krzysztof M. Choromanski', 'Jared Quincy Davis', 'Valerii Likhosherstov', 'Xingyou Song', 'Jean-Jacques Slotine', 'Jacob Varley', 'Honglak Lee', 'Adrian Weller', 'Vikas Sindhwani']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=ywVmDmkgeG,Towards practical differentially private causal graph discovery,Towards practical differentially private causal graph discovery,Towards practical differentially private causal graph discovery,https://openreview.nethttps://arxiv.org/pdf/2006.08598v1.pdf,stupidity,"['Lun Wang', 'Qi Pang', 'Dawn Song']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yw6_rhNbdK,KFC: A Scalable Approximation Algorithm for $k$−center Fair Clustering,KFC: A Scalable Approximation Algorithm for $k$−center Fair Clustering,KFC: A Scalable Approximation Algorithm for $k$−center Fair Clustering,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/a6d259bfbfa2062843ef543e21d7ec8e-Paper.pdf,stupidity,"['Elfarouk Harb', 'Ho Shan Lam']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=ysTvLwUwC3N,POMDPs in Continuous Time and Discrete Spaces,POMDPs in Continuous Time and Discrete Spaces,POMDPs in Continuous Time and Discrete Spaces,https://openreview.nethttps://arxiv.org/pdf/2010.01014v1.pdf,stupidity,"['Bastian Alt', 'Matthias Schultheis', 'Heinz Koeppl']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=ysOdQfkBI_,Log-Likelihood Ratio Minimizing Flows: Towards Robust and Quantifiable Neural Distribution Alignment,Log-Likelihood Ratio Minimizing Flows: Towards Robust and Quantifiable Neural Distribution Alignment,Log-Likelihood Ratio Minimizing Flows: Towards Robust and Quantifiable Neural Distribution Alignment,https://openreview.nethttps://arxiv.org/pdf/2003.12170v1.pdf,stupidity,"['Ben Usman', 'Nick Dufour', 'Avneesh Sud', 'Kate Saenko']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yrt76fXHUSx,Classification with Valid and Adaptive Coverage,Classification with Valid and Adaptive Coverage,Classification with Valid and Adaptive Coverage,https://openreview.nethttps://arxiv.org/pdf/2006.02544v1.pdf,stupidity,"['Yaniv Romano', 'Matteo Sesia', 'Emmanuel J. Candès']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=ypWbV8KwVkj,Projected Stein Variational Gradient Descent,Projected Stein Variational Gradient Descent,Projected Stein Variational Gradient Descent,https://openreview.nethttps://arxiv.org/pdf/2002.03469v2.pdf,stupidity,"['Peng Chen', 'Omar Ghattas']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=ynErgVLTofu,Scattering GCN: Overcoming Oversmoothness in Graph Convolutional Networks,Scattering GCN: Overcoming Oversmoothness in Graph Convolutional Networks,Scattering GCN: Overcoming Oversmoothness in Graph Convolutional Networks,https://openreview.nethttps://arxiv.org/pdf/2003.08414v2.pdf,stupidity,"['Yimeng Min', 'Frederik Wenkel', 'Guy Wolf']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yfZNjWKCmV4,Truthful Data Acquisition via Peer Prediction,Truthful Data Acquisition via Peer Prediction,Truthful Data Acquisition via Peer Prediction,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/d35b05a832e2bb91f110d54e34e2da79-Paper.pdf,stupidity,"['YiLing Chen', 'Yiheng Shen', 'Shuran Zheng']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yeWJVE4MVTI,Multiview Neural Surface Reconstruction with Implicit Lighting and Material,Multiview Neural Surface Reconstruction with Implicit Lighting and Material,Multiview Neural Surface Reconstruction with Implicit Lighting and Material,https://openreview.nethttps://arxiv.org/pdf/2003.09852v2.pdf,stupidity,"['Lior Yariv', 'Yoni Kasten', 'Dror Moran', 'Meirav Galun', 'Matan Atzmon', 'Ronen Basri', 'Yaron Lipman']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=ye4xFrNjodU,HOI Analysis: Integrating and Decomposing Human-Object Interaction,HOI Analysis: Integrating and Decomposing Human-Object Interaction,HOI Analysis: Integrating and Decomposing Human-Object Interaction,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/3493894fa4ea036cfc6433c3e2ee63b0-Paper.pdf,stupidity,"['Yong-Lu Li', 'Xinpeng Liu', 'Xiaoqian Wu', 'Yizhuo Li', 'Cewu Lu']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yb6A5PwEA2G,Directional convergence and alignment in deep learning,Directional convergence and alignment in deep learning,Directional convergence and alignment in deep learning,https://openreview.nethttps://arxiv.org/pdf/2006.06657v1.pdf,stupidity,"['Ziwei Ji', 'Matus Telgarsky']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yaC-epbGlzJ,Neuron-level Structured Pruning using Polarization Regularizer,Neuron-level Structured Pruning using Polarization Regularizer,Neuron-level Structured Pruning using Polarization Regularizer,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/703957b6dd9e3a7980e040bee50ded65-Paper.pdf,stupidity,"['Tao Zhuang', 'Zhixuan Zhang', 'Yuheng Huang', 'Xiaoyi Zeng', 'Kai Shuang', 'Xiang Li']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yV9qwWyfl0U,Optimal visual search based on a model of target detectability in natural images,Optimal visual search based on a model of target detectability in natural images,Optimal visual search based on a model of target detectability in natural images,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/691dcb1d65f31967a874d18383b9da75-Paper.pdf,stupidity,"['Shima Rashidi', 'Krista Ehinger', 'Andrew Turpin', 'Lars Kulik']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yQDtyGDNx8E,Inverting Gradients - How easy is it to break privacy in federated learning?,Inverting Gradients - How easy is it to break privacy in federated learning?,Inverting Gradients - How easy is it to break privacy in federated learning?,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/c4ede56bbd98819ae6112b20ac6bf145-Paper.pdf,stupidity,"['Jonas Geiping', 'Hartmut Bauermeister', 'Hannah Dröge', 'Michael Moeller']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yMiB46re7Xl,Improving model calibration with accuracy versus uncertainty optimization,Improving model calibration with accuracy versus uncertainty optimization,Improving model calibration with accuracy versus uncertainty optimization,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/d3d9446802a44259755d38e6d163e820-Paper.pdf,stupidity,"['Ranganath Krishnan', 'Omesh Tickoo']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yMYqZY3E-ho,Deep Rao-Blackwellised Particle Filters for Time Series Forecasting,Deep Rao-Blackwellised Particle Filters for Time Series Forecasting,Deep Rao-Blackwellised Particle Filters for Time Series Forecasting,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/afb0b97df87090596ae7c503f60bb23f-Paper.pdf,stupidity,"['Richard Kurle', 'Syama Sundar Rangapuram', 'Emmanuel de Bézenac', 'Stephan Günnemann', 'Jan Gasthaus']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yMLMnfvONb,Goal-directed Generation of Discrete Structures with Conditional Generative Models,Goal-directed Generation of Discrete Structures with Conditional Generative Models,Goal-directed Generation of Discrete Structures with Conditional Generative Models,https://openreview.nethttps://arxiv.org/pdf/2010.02311v1.pdf,stupidity,"['Amina Mollaysa', 'Brooks Paige', 'Alexandros Kalousis']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yLw7shUP2A,On 1/n neural representation and robustness,On 1/n neural representation and robustness,On 1/n neural representation and robustness,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/44bf89b63173d40fb39f9842e308b3f9-Paper.pdf,stupidity,"['Josue Nassar', 'Piotr Sokol', 'SueYeon Chung', 'Kenneth D. Harris', 'Il Memming Park']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yIjpHkx2q93,Hierarchical Neural Architecture Search for Deep Stereo Matching,Hierarchical Neural Architecture Search for Deep Stereo Matching,Hierarchical Neural Architecture Search for Deep Stereo Matching,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/fc146be0b230d7e0a92e66a6114b840d-Paper.pdf,stupidity,"['Xuelian Cheng', 'Yiran Zhong', 'Mehrtash Harandi', 'Yuchao Dai', 'Xiaojun Chang', 'Tom Drummond', 'Hongdong Li', 'ZongYuan Ge']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yI3LXao9Zwj,3D Multi-bodies: Fitting Sets of Plausible 3D Human Models to Ambiguous Image Data,3D Multi-bodies: Fitting Sets of Plausible 3D Human Models to Ambiguous Image Data,3D Multi-bodies: Fitting Sets of Plausible 3D Human Models to Ambiguous Image Data,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/ebf99bb5df6533b6dd9180a59034698d-Paper.pdf,stupidity,"['Benjamin Biggs', 'Sébastien Ehrhadt', 'Hanbyul Joo', 'Benjamin Graham', 'Andrea Vedaldi', 'David Novotny']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yHuCXLrdehY,Trade-offs and Guarantees of Adversarial Representation Learning for Information Obfuscation,Trade-offs and Guarantees of Adversarial Representation Learning for Information Obfuscation,Trade-offs and Guarantees of Adversarial Representation Learning for Information Obfuscation,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/6b8b8e3bd6ad94b985c1b1f1b7a94cb2-Paper.pdf,stupidity,"['Han Zhao', 'Jianfeng Chi', 'Yuan Tian', 'Geoffrey J. Gordon']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=yFMlC-ejJd,Fairness with Overlapping Groups; a Probabilistic Perspective,Fairness with Overlapping Groups; a Probabilistic Perspective,Fairness with Overlapping Groups; a Probabilistic Perspective,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/29c0605a3bab4229e46723f89cf59d83-Paper.pdf,stupidity,"['Forest Yang', 'Mouhamadou Cisse', 'Oluwasanmi O. Koyejo']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=y9g3F-cKPBr,Dual Instrumental Variable Regression,Dual Instrumental Variable Regression,Dual Instrumental Variable Regression,https://openreview.nethttps://arxiv.org/pdf/1910.12358v2.pdf,stupidity,"['Krikamol Muandet', 'Arash Mehrjou', 'Si Kai Lee', 'Anant Raj']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=y6xBpz1Fzc_,Acceleration with a Ball Optimization Oracle,Acceleration with a Ball Optimization Oracle,Acceleration with a Ball Optimization Oracle,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/dba4c1a117472f6aca95211285d0587e-Paper.pdf,stupidity,"['Yair Carmon', 'Arun Jambulapati', 'Qijia Jiang', 'Yujia Jin', 'Yin Tat Lee', 'Aaron Sidford', 'Kevin Tian']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=y4sWGii9CwL,Can Implicit Bias Explain Generalization? Stochastic Convex Optimization as a Case Study,Can Implicit Bias Explain Generalization? Stochastic Convex Optimization as a Case Study,Can Implicit Bias Explain Generalization? Stochastic Convex Optimization as a Case Study,https://openreview.nethttps://arxiv.org/pdf/2003.06152v1.pdf,stupidity,"['Assaf Dauber', 'Meir Feder', 'Tomer Koren', 'Roi Livni']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=y-7wkuQtCEy,Adversarial Bandits with Corruptions: Regret Lower Bound and No-regret Algorithm,Adversarial Bandits with Corruptions: Regret Lower Bound and No-regret Algorithm,Adversarial Bandits with Corruptions: Regret Lower Bound and No-regret Algorithm,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/e655c7716a4b3ea67f48c6322fc42ed6-Paper.pdf,stupidity,"['Lin Yang', 'Mohammad Hajiesmaili', 'Mohammad Sadegh Talebi', 'John C. S. Lui', 'Wing Shing Wong']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=xvQrrK5Z-dV,ShiftAddNet: A Hardware-Inspired Deep Network,ShiftAddNet: A Hardware-Inspired Deep Network,ShiftAddNet: A Hardware-Inspired Deep Network,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/1cf44d7975e6c86cffa70cae95b5fbb2-Paper.pdf,stupidity,"['Haoran You', 'Xiaohan Chen', 'Yongan Zhang', 'Chaojian Li', 'Sicheng Li', 'Zihao Liu', 'Zhangyang Wang', 'Yingyan Lin']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=xvK4TytCSco,A Game-Theoretic Analysis of the Empirical Revenue Maximization Algorithm with Endogenous Sampling,A Game-Theoretic Analysis of the Empirical Revenue Maximization Algorithm with Endogenous Sampling,A Game-Theoretic Analysis of the Empirical Revenue Maximization Algorithm with Endogenous Sampling,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/37e79373884f0f0b70b5cb91fb947148-Paper.pdf,stupidity,"['Xiaotie Deng', 'Ron Lavi', 'Tao Lin', 'Qi Qi', 'Wenwei Wang', 'Xiang Yan']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=xv19uKiUirB,Robustness of Community Detection to Random Geometric Perturbations,Robustness of Community Detection to Random Geometric Perturbations,Robustness of Community Detection to Random Geometric Perturbations,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/ce46f09027b218b46063eb2b858f622d-Paper.pdf,stupidity,"['Sandrine Peche', 'Vianney Perchet']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=xszjETZO1I1,End-to-End Learning and Intervention in Games,End-to-End Learning and Intervention in Games,End-to-End Learning and Intervention in Games,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/c21f4ce780c5c9d774f79841b81fdc6d-Paper.pdf,stupidity,"['Jiayang Li', 'Jing Yu', 'Yu', 'Nie', 'Zhaoran Wang']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=xmud0p9cK_J,What Do Neural Networks Learn When Trained With Random Labels?,What Do Neural Networks Learn When Trained With Random Labels?,What Do Neural Networks Learn When Trained With Random Labels?,https://openreview.nethttps://arxiv.org/pdf/2006.10455v1.pdf,stupidity,"['Hartmut Maennel', 'Ibrahim Alabdulmohsin', 'Ilya Tolstikhin', 'Robert J. N. Baldock', 'Olivier Bousquet', 'Sylvain Gelly', 'Daniel Keysers']",NeurIPS.cc,2020,Conference
https://openreview.net/forum?id=xlT9wK5kmMg,Adversarial Counterfactual Learning and Evaluation for Recommender System,Adversarial Counterfactual Learning and Evaluation for Recommender System,Adversarial Counterfactual Learning and Evaluation for Recommender System,https://openreview.nethttp://proceedings.neurips.cc/paper/2020/file/9cd013fe250ebffc853b386569ab18c0-Paper.pdf,stupidity,"['Da Xu', 'Chuanwei Ruan', 'Evren Korpeoglu', 'Sushant Kumar', 'Kannan Achan']",NeurIPS.cc,2020,Conference
