forum,title,keywords,abstract,pdf,match,authors,venue,year,type
https://openreview.net/forum?id=Sygfa739LS,Learning to Recover Sparse Signals,"['Compressed Sensing', 'Reinforcement Learning', 'Monte Carlo Tree Search', 'Basis Pursuit', 'Orthogonal Matching Pursuit']","In compressed sensing, a primary problem to solve is to reconstruct a high dimensional sparse signal from a small number of observations. In this work, we develop a new sparse signal recovery algorithm using reinforcement learning (RL) and Monte CarloTree Search (MCTS). Similarly to orthogonal matching pursuit (OMP), our RL+MCTS algorithm chooses the support of the signal sequentially. The key novelty is that the proposed algorithm learns how to choose the next support as opposed to following a pre-designed rule as in OMP. Empirical results are provided to demonstrate the superior performance of the proposed RL+MCTS algorithm over existing sparse signal recovery algorithms. ",https://openreview.net/pdf/f370f4d4e9f04cdb2fe19c569bfe041a51f9a60f.pdf,stupidity,"['Sichen Zhong', 'Yue Zhao', 'Jianshu Chen']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=Sye6om358H,Precise asymptotics for phase retrieval and compressed sensing with random generative priors,"['Phase retrieval', 'compressed sensing', 'generative priors']","We consider the problem of compressed sensing and of (real-valued) phase retrieval with random measurement matrix.
We analyse sharp asymptotics of the information-theoretically optimal performance and that of the best known polynomial algorithms under a generative prior consisting of a single layer neural network with a random weight matrix. 
We compare the performance to sparse separable priors and conclude that generative priors might be advantageous in terms of algorithmic performance. 
In particular, while sparsity does not allow to perform compressive phase retrieval efficiently close to its information-theoretic limit, it is found that under the random generative prior compressed phase retrieval becomes tractable. ",https://openreview.net/pdf/a7752d799b26e6e4995006768e9955e3cefcf400.pdf,stupidity,"['Benjamin Aubin', 'Bruno Loureiro', 'Antoine Baker', 'Florent Krzakala', 'Lenka Zdeborova']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=SJxRjQncLH,Energy Dissipation with Plug-and-Play Priors,"['deep learning', 'image reconstruction', 'inverse problems', 'denoising', 'variational methods', 'energy minimization']","Neural networks have reached outstanding performance for solving various ill-posed inverse problems in imaging. However, drawbacks of end-to-end learning approaches in comparison to classical variational methods are the requirement of expensive retraining for even slightly different problem statements and the lack of provable error bounds during inference. Recent works tackled the first problem by using networks trained for Gaussian image denoising as generic plug-and-play regularizers in energy minimization algorithms. Even though this obtains state-of-the-art results on many tasks, heavy restrictions on the network architecture have to be made if provable convergence of the underlying fixed point iteration is a requirement. More recent work has proposed to train networks to output descent directions with respect to a given energy function with a provable guarantee of convergence to a minimizer of that energy. However, each problem and energy requires the training of a separate network.
In this paper we consider the combination of both approaches by projecting the outputs of a plug-and-play denoising network onto the cone of descent directions to a given energy. This way, a single pre-trained network can be used for a wide variety of reconstruction tasks. Our results show improvements compared to classical energy minimization methods while still having provable convergence guarantees.",https://openreview.net/pdf/25fd5cf49be93843cca6c75c16412a8359d7b8f4.pdf,stupidity,"['Hendrik Sommerhoff', 'Andreas Kolb', 'Michael Moeller']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=SJgYiQnq8H,Sample Complexity Lower Bounds for Compressive Sensing with Generative Models,"['Compressive sensing with generative models', 'sample complexity', 'lower bound', 'ReLU networks']","The goal of standard compressive sensing is to estimate an unknown vector from linear measurements under the assumption of sparsity in some basis. Recently, it has been shown that significantly fewer measurements may be required if the sparsity assumption is replaced by the assumption that the unknown vector lies near the range of a suitably-chosen generative model.  In particular, in (Bora {\em et al.}, 2017) it was shown that roughly $O(k\log L)$ random Gaussian measurements suffice for accurate recovery when the $k$-input generative model is bounded and $L$-Lipschitz, and that $O(kd \log w)$ measurements suffice for $k$-input ReLU networks with depth $d$ and width $w$.  In this paper, we establish corresponding algorithm-independent lower bounds on the sample complexity using tools from minimax statistical analysis.  In accordance with the above upper bounds, our results are summarized as follows: (i) We construct an $L$-Lipschitz generative model capable of generating group-sparse signals, and show that the resulting necessary number of measurements is $\Omega(k \log L)$; (ii) Using similar ideas, we construct two-layer ReLU networks of high width requiring $\Omega(k \log w)$ measurements, as well as lower-width deep ReLU networks requiring $\Omega(k d)$ measurements.  As a result, we establish that the scaling laws derived in (Bora {\em et al.}, 2017) are optimal or near-optimal in the absence of further assumptions.",https://openreview.net/pdf/fc3370ed0566d8ded92a02163be5259073319a72.pdf,stupidity,"['Zhaoqiang Liu', 'Jonathan Scarlett']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=S1l5s7298H,Learning-Based Low-Rank Approximations,"['low-rank approximation', 'learning-based algorithms', 'sketching/streaming algorithms']","We introduce a “learning-based” algorithm for the low-rank decomposition problem: given an $n \times d$ matrix $A$, and a parameter $k$, compute a rank-$k$ matrix $A'$ that minimizes the approximation loss $||A- A'||_F$. The algorithm uses a training set of input matrices in order to optimize its performance. Specifically, some of the most efficient approximate algorithms for computing low-rank approximations proceed by computing a projection $SA$, where $S$ is a sparse random $m \times n$ “sketching matrix”, and then performing the singular value decomposition of $SA$. We show how to replace the random matrix $S$ with a “learned” matrix of the same sparsity to reduce the error.

Our experiments show that, for multiple types of data sets, a learned sketch matrix can substantially reduce the approximation loss compared to a random matrix $S$, sometimes by one order of magnitude. We also study mixed matrices where only some of the rows are trained and the remaining ones are random, and show that matrices still offer improved performance while retaining worst-case guarantees.",https://openreview.net/pdf/52969344d31bb2c829a567fb96538c6a8194ec30.pdf,stupidity,"['Piotr Indyk', 'Ali Vakilian', 'Yang Yuan']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=HylijQ35IS,Exploring Properties of the Deep Image Prior,"['deep learning', 'image reconstruction', 'adversarial examples', 'natural images']","The Deep Image Prior (DIP, Ulyanov et al., 2017) is a fascinating recent approach for recovering images which appear natural, yet is not fully understood. This work aims at shedding some further light on this approach by investigating the properties of the early outputs of the DIP. First, we show that these early iterations demonstrate invariance to adversarial perturbations by classifying progressive DIP outputs and using a novel saliency map approach. Next we explore using DIP as a defence against adversaries, showing good potential. Finally, we examine the adversarial invariancy of the early DIP outputs, and hypothesize that these outputs may remove non-robust image features. By comparing classification confidence values we show some evidence confirming this hypothesis.",https://openreview.net/pdf/dd07aa2c1418b292281e3d6fa5e2cc831ba78663.pdf,stupidity,"['Andreas Kattamis', 'Tameem Adel', 'Adrian Weller']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=Hyleh7hqUH,Generative Inpainting Network Applications on Seismic Image Compression and Non-Uniform Sampling,"['Compressive Sensing', 'GAN', 'WGAN', 'Inpainting', 'Non-Uniform sampling', 'Seismic acquisition', 'GoM']","The use of deep learning models as priors for compressive sensing tasks presents new potential for inexpensive seismic data acquisition. An appropriately designed Wasserstein generative adversarial network is designed based on a generative adversarial network architecture trained on several historical surveys, capable of learning the statistical properties of the seismic wavelets. The usage of validating and performance testing of compressive sensing are three steps. First, the existence of a sparse representation with different compression rates for seismic surveys is studied. Then, non-uniform samplings are studied, using the proposed methodology. Finally, recommendations for non-uniform seismic survey grid, based on the evaluation of reconstructed seismic images and metrics, is proposed. The primary goal of the proposed deep learning model is to provide the foundations of an optimal design for seismic acquisition, with less loss in imaging quality. Along these lines, a compressive sensing design of a non-uniform grid over an asset in Gulf of Mexico, versus a traditional seismic survey grid which collects data uniformly at every few feet, is suggested, leveraging the proposed method.",https://openreview.net/pdf/7a6aa038397d29e59a7d31f1ea731d7ce4cd35f0.pdf,stupidity,"['Xiaoyang Rebecca Li', 'Nikolaos Mitsakos', 'Ping Lu', 'Yuan Xiao', 'Xing Zhao']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=Hyet2Q29IS,Learned imaging with constraints and uncertainty quantification,"['Inverse problems', 'Seismic imaging', 'Langevin dynamics', 'Uncertainty quantification']","We outline new approaches to incorporate ideas from deep learning into wave-based least-squares imaging. The aim, and main contribution of this work, is the combination of handcrafted constraints with deep convolutional neural networks, as a way to harness their remarkable ease of generating natural images. The mathematical basis underlying our method is the expectation-maximization framework, where data are divided in batches and coupled to additional ""latent"" unknowns. These unknowns are pairs of elements from the original unknown space (but now coupled to a specific data batch) and network inputs. In this setting, the neural network controls the similarity between these additional parameters, acting as a ""center"" variable. The resulting problem amounts to a maximum-likelihood estimation of the network parameters when the augmented data model is marginalized over the latent variables.",https://openreview.net/pdf/2335ec0bfbaabfd671aee0dde1d77343a99adc52.pdf,stupidity,"['Felix J. Herrmann', 'Ali Siahkoohi', 'Gabrio Rizzuti']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=HkxW672q8B,Learning Network Parameters in the ReLU Model,"['ReLU', 'Generative Model', 'One-Layer Network']","Rectified linear units, or ReLUs, have become a preferred activation function for artificial neural networks. In this paper we consider the problem of learning a generative model in the presence of nonlinearity (modeled by the ReLU functions). Given a set of signal vectors $\mathbf{y}^i \in \mathbb{R}^d, i =1, 2, \dots , n$, we  aim to learn the network parameters, i.e., the $d\times k$ matrix $A$, under the model $\mathbf{y}^i = \mathrm{ReLU}(A\mathbf{c}^i +\mathbf{b})$, where $\mathbf{b}\in \mathbb{R}^d$ is a random bias vector, and {$\mathbf{c}^i \in \mathbb{R}^k$ are arbitrary unknown latent vectors}. We show that it is possible to recover the column space of $A$ within an error of $O(d)$ (in Frobenius norm) under certain conditions on the  distribution of $\mathbf{b}$. ",https://openreview.net/pdf/5394a5ea64f2b2d2d39ba5a4d84c4448a80e00aa.pdf,stupidity,"['Arya Mazumdar', 'Ankit Singh Rawat']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=HJlL2Q2qLS,GAN priors for Bayesian inference,"['Bayesian inference', 'GAN priors', 'Uncertainty quantification']","Bayesian inference is used extensively to infer and to quantify the uncertainty in a field of interest from a measurement of a related field when the two are linked by a mathematical model. Despite its many applications, Bayesian inference faces challenges when inferring fields that have discrete representations of large dimension, and/or have prior distributions that are difficult to characterize mathematically. In this work we demonstrate how the approximate distribution learned by a generative adversarial network (GAN) may be used as a prior in a Bayesian update to address both these challenges. We demonstrate the efficacy of this approach by inferring and quantifying uncertainty in a physics-based inverse problem and an inverse problem arising in computer vision. In this latter example, we also demonstrate how the knowledge of the spatial variation of uncertainty may be used to select an optimal strategy of placing the sensors (i.e. taking measurements), where information about the image is revealed one sub-region at a time.",https://openreview.net/pdf/7d4f45c87f64915c561880b4fd5428c01b9ced86.pdf,stupidity,"['Dhruv V. Patel', 'Assad A. Oberai']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=HJgAjm3qLB,"Unrolled, model-based networks for lensless imaging","['computational imaging', 'mask-based lensless imaging', 'unrolled algorithms']","We develop end-to-end learned reconstructions for lensless mask-based cameras, including an experimental system for capturing aligned lensless and lensed images for training.  Various reconstruction methods are explored, on a scale from classic iterative approaches (based on the physical imaging model) to deep learned methods with many learned parameters.  In the middle ground, we present several variations of unrolled alternating direction method of multipliers (ADMM) with varying numbers of learned parameters. The network structure combines knowledge of the physical imaging model with learned parameters updated from the data, which compensate for artifacts caused by physical approximations. Our unrolled approach is 20X faster than classic methods and produces better reconstruction quality than both the classic and deep methods on our experimental system.  ",https://openreview.net/pdf/2a3f55026202c9aa56e4f705961f5f50fd23b6b4.pdf,stupidity,"['Kristina Monakhova', 'Joshua Yurtsever', 'Grace Kuo', 'Nick Antipa', 'Kyrollos Yanny', 'Laura Waller']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=H1x22Xn5Ur,Retrieving Signals with Deep Complex Extractors,"['Deep Complex Networks', 'Signal Extraction']","Recent advances have made it possible to create deep complex-valued neural networks. Despite this progress, many challenging learning tasks have yet to leverage the power of complex representations. Building on recent advances, we propose a new deep complex-valued method for signal retrieval and extraction in the frequency domain. As a case study, we perform audio source separation in the Fourier domain. Our new method takes advantage of the convolution theorem which states that the Fourier transform of two convolved signals is the elementwise product of their Fourier transforms. Our novel method is based on a complex-valued version of Feature-Wise Linear Modulation (FiLM) and serves as the keystone of our proposed signal extraction method. We also introduce a new and explicit amplitude and phase-aware loss, which is scale and time invariant, taking into account the complex-valued components of the spectrogram. Using the Wall Street Journal Dataset, we compared our phase-aware loss to several others that operate both in the time and frequency domains and demonstrate the effectiveness of our proposed signal extraction method and proposed loss.",https://openreview.net/pdf/0b69e0ebbed4e8561cb5886724a3cbf0976ddda0.pdf,stupidity,"['Chiheb Trabelsi', 'Olexa Bilaniuk', 'Ousmane Dia', 'Ying Zhang', 'Mirco Ravanelli', 'Jonathan Binas', 'Negar Rostamzadeh', 'Christopher  J Pal']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=ByxLnmnqUr,$C^\infty$ Smooth Algorithmic Neural Networks for Solving Inverse Problems,"['Smoothness', 'Differentiable', 'Inverse Problems', 'Adversarial Training', 'Neural Networks', 'Deep Learning']","Artificial neural networks revolutionized many areas of computer science in recent years since they provide solutions to a number of previously unsolved problems.
On the other hand, for many problems, classic algorithms exist, which typically exceed the accuracy and stability of neural networks.
To combine these two concepts, we present a new kind of neural networks—algorithmic neural networks.
These networks integrate smooth versions of classic algorithms into the topology of neural networks.
Our novel reconstructive adversarial network (RAN) enables solving inverse problems without or with only weak supervision.",https://openreview.net/pdf/58d29d5448eb5a7b876983d5f11a22fc97507d52.pdf,stupidity,"['Felix Petersen', 'Christian Borgelt', 'Oliver Deussen']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=BylRn72cUH,Unsupervised Deep Basis Pursuit: Learning inverse problems without ground-truth data,"['Unsupervised learning', 'inverse problems', 'model-based deep learning', 'computational imaging', 'magnetic resonance imaging']","Basis pursuit is a compressed sensing optimization in which the l1-norm is minimized subject to model error constraints. Here we use a deep neural network prior instead of l1-regularization. Using known noise statistics, we jointly learn the prior and reconstruct images without access to ground-truth data. During training, we use alternating minimization across an unrolled iterative network and jointly solve for the neural network weights and training set image reconstructions. At inference, we fix the weights and pass the measurements through the network. We compare reconstruction performance between unsupervised and supervised (i.e. with ground-truth) methods. We hypothesize this technique could be used to learn reconstruction when ground-truth data are unavailable, such as in high-resolution dynamic MRI.",https://openreview.net/pdf/cf32103a5f52b1fc0cc6f3bf6fedd3f0c0673782.pdf,stupidity,"['Jonathan I. Tamir', 'Stella X. Yu', 'Michael Lustig']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=Bygi2739Lr,Y-net: A Physics-constrained and Semi-supervised Learning Approach to the Phase Problem in Computational Electron Imaging,"['phase retrieval', 'semi-supervised learning', 'inverse problem', 'phase problem']","The phase problem in diffraction physics is one of the oldest inverse problems in all of science. The central difficulty that any approach to solving this inverse problem must overcome is that half of the information, namely the phase of the diffracted beam, is always missing. In the context of electron microscopy, the phase problem is generally non-linear and solutions provided by phase-retrieval techniques are known to be poor approximations to the physics of electrons interacting with matter. Here, we show that a semi-supervised learning approach can effectively solve the phase problem in electron microscopy/scattering. In particular, we introduce a new Deep Neural Network (DNN), Y-net, which simultaneously learns a reconstruction algorithm via supervised training in addition to learning a physics-based regularization via unsupervised training. We demonstrate that this constrained, semi-supervised approach is an order of magnitude more data-efficient and accurate than the same model trained in a purely supervised fashion. In addition, the architecture of the Y-net model provides for a straightforward evaluation of the consistency of the model's prediction during inference and is generally applicable to the phase problem in other settings.",https://openreview.net/pdf/181d73aa6d87570f2b972d194782a1ae47017935.pdf,stupidity,"['Nouamane Laanait', 'Junqi Yin', 'Albina Borisevich']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=BkxP2mnq8S,Lower Bounds for Compressed Sensing with Generative Models,"['lower bounds', 'compressed sensing', 'sparsity']","  The goal of compressed sensing is to learn a structured signal $x$
  from a limited number of noisy linear measurements $y \approx Ax$.  In
  traditional compressed sensing, ``structure'' is represented by
  sparsity in some known basis.  Inspired by the success of deep
  learning in modeling images, recent work starting with~\cite{BDJP17}
  has instead considered structure to come from a generative model
  $G: \R^k \to \R^n$.  We present two results establishing the
  difficulty of this latter task, showing that existing bounds are
  tight.

  First, we provide a lower bound matching the~\cite{BDJP17} upper
  bound for compressed sensing from $L$-Lipschitz generative models
  $G$.  In particular, there exists such a function that requires
  roughly $\Omega(k \log L)$ linear measurements for sparse recovery
  to be possible.  This holds even for the more relaxed goal of
  \emph{nonuniform} recovery.

  Second, we show that generative models generalize sparsity as a
  representation of structure.  In particular, we construct a
  ReLU-based neural network $G: \R^{2k} \to \R^n$ with $O(1)$ layers
  and $O(kn)$ activations per layer, such that the range of $G$
  contains all $k$-sparse vectors.
",https://openreview.net/pdf/78bf1a4d54b3d761ad3499ccd94aa99ef770121c.pdf,stupidity,"['Akshay Kamath', 'Sushrut Karmalkar', 'Eric Price']",NeurIPS.cc,2019,Workshop
